Doc Index,Title,URL,Overlap,Jaccard,Recs from Text Only,Recs from Text + Image,New Recs from Image Features
46,Hotel Jen Beijing review: Leave boring behind,N/A,3,0.43,"An afternoon in Nara – Todaiji, Kofukuji and a lot of deer; Phnom Penh Zen at The Balé; A Tale of Two Cities: Tokyo x Tottori; Review of Euro Youth Hotel in Munich; The Roman Galleries of Lisbon – a rare chance to enter","An afternoon in Nara – Todaiji, Kofukuji and a lot of deer; Phnom Penh Zen at The Balé; A Tale of Two Cities: Tokyo x Tottori; Taiwan Trip 2013 (part 1); Travelling solo in Medellín, Colombia","Travelling solo in Medellín, Colombia; Taiwan Trip 2013 (part 1)"
47,Phnom Penh Zen at The Balé,N/A,5,1.0,"An afternoon in Nara – Todaiji, Kofukuji and a lot of deer; Hotel Jen Beijing review: Leave boring behind; Phnom Penh Tour 3 Days: What To Do for Visitors; Phnom Penh Food Tour 5 days – A Culinary Adventure; The Peak Mall in Phnom Penh opens in 2020 with 420,000-sqft mall area","An afternoon in Nara – Todaiji, Kofukuji and a lot of deer; Hotel Jen Beijing review: Leave boring behind; Phnom Penh Tour 3 Days: What To Do for Visitors; Phnom Penh Food Tour 5 days – A Culinary Adventure; The Peak Mall in Phnom Penh opens in 2020 with 420,000-sqft mall area",
48,"Where to find Street Art in Kadikoy, Istanbul",N/A,5,1.0,"Where to find Street Art in Bucharest; Where to find Street Art in Lagos, Portugal; Where to find street art in Melbourne; Traveling without cash: is it possible?; Where to find street art in Macao 澳門","Where to find Street Art in Bucharest; Where to find Street Art in Lagos, Portugal; Where to find street art in Melbourne; Traveling without cash: is it possible?; Where to find street art in Macao 澳門",
49,How to visit Raffles Lighthouse on Pulau Satumu,N/A,5,1.0,"Gifu Day 1: The Northern Hida Region; Reserve your slots! Norwegian Jewel is returning to Singapore this November 2023; 7 Most Mesmerizing Shows You Can't Miss in Thailand; Comparison of alms-giving customs between Thailand and Cambodia; Traders Hotel, Puteri Harbour by Shangri-La","Reserve your slots! Norwegian Jewel is returning to Singapore this November 2023; Gifu Day 1: The Northern Hida Region; Comparison of alms-giving customs between Thailand and Cambodia; Traders Hotel, Puteri Harbour by Shangri-La; 7 Most Mesmerizing Shows You Can't Miss in Thailand",
50,Pretending to be a Pilot – My Flight Simulator Experience,N/A,4,0.67,"Best Souvenirs to Buy in Thailand: A Traveler’s Guide; Laos Tour 5 days: A complete journey to discover Laos; This Huge One Piece Exhibition In Genting Highlands Has 21 Themed Zones, Character Sculptures & Games; Reserve your slots! Norwegian Jewel is returning to Singapore this November 2023; Flying over the ancient Nazca Lines for my Birthday","The best Vietnamese souvenirs that you should buy; Laos Tour 5 days: A complete journey to discover Laos; This Huge One Piece Exhibition In Genting Highlands Has 21 Themed Zones, Character Sculptures & Games; Reserve your slots! Norwegian Jewel is returning to Singapore this November 2023; Flying over the ancient Nazca Lines for my Birthday",The best Vietnamese souvenirs that you should buy
51,"Me, myself and my selfie",N/A,5,1.0,"Updates: Features in HostelBookers, Men’s Folio and Travel+Leisure; BlogHouse Ireland for me (and whether it’s for you); Irish beer and other alcoholic beverages in Dublin; Dublin’s Avalon House Hostel reviewed; An OPPOrtunity to Travel with the OPPO N1 Mini","Updates: Features in HostelBookers, Men’s Folio and Travel+Leisure; BlogHouse Ireland for me (and whether it’s for you); Irish beer and other alcoholic beverages in Dublin; Dublin’s Avalon House Hostel reviewed; An OPPOrtunity to Travel with the OPPO N1 Mini",
52,A Whirlwind Weekend up at Sheraton Bali Kuta Resort,N/A,5,1.0,A dreamy weekend getaway in Daylesford and Macedon Ranges; JW Marriott Expands in the Maldives with the Opening of JW Marriott Kaafu Atoll Island Resort; New Itineraries for Dream Cruise Line’s Genting Dream; Where to Bring the Kids this Weekend? Science Centre Singapore and Snow City Review; Are You the New Taipei City Traveller?,A dreamy weekend getaway in Daylesford and Macedon Ranges; JW Marriott Expands in the Maldives with the Opening of JW Marriott Kaafu Atoll Island Resort; New Itineraries for Dream Cruise Line’s Genting Dream; Where to Bring the Kids this Weekend? Science Centre Singapore and Snow City Review; Are You the New Taipei City Traveller?,
53,2 Weeks in Portugal – a Post-Trip Recap,N/A,5,1.0,Win a 4-day 3-night trip to LEGOLAND Japan while having a smashing time at LEGOLAND Malaysia Resort; 15 Tips to follow for an overseas trip!; Upload your most hilarious bungy jumping face and WIN return tickets to experience New Zealand’s Nevis Bungy Jump yourself; Revisiting Places; Cycling in Chishang 池上 amidst picturesque rice fields,Win a 4-day 3-night trip to LEGOLAND Japan while having a smashing time at LEGOLAND Malaysia Resort; 15 Tips to follow for an overseas trip!; Upload your most hilarious bungy jumping face and WIN return tickets to experience New Zealand’s Nevis Bungy Jump yourself; Revisiting Places; Cycling in Chishang 池上 amidst picturesque rice fields,
54,"Updates: HotelClub Award, NewsLoop Syndication, Korrespondent Interview",N/A,5,1.0,"Unholies in UAE and Munich Meandering – Post Trip Recap; Best Cocktail Bar Hanoi for an Unforgettable Night Out; Win a Photography Masterclass with Florian W. Mueller, sponsored by Porsche; Hanoi is the best food destination chosen by travelers; West Lake launches First-ever Hanoi Lotus Festival","Unholies in UAE and Munich Meandering – Post Trip Recap; Best Cocktail Bar Hanoi for an Unforgettable Night Out; Win a Photography Masterclass with Florian W. Mueller, sponsored by Porsche; Hanoi is the best food destination chosen by travelers; West Lake launches First-ever Hanoi Lotus Festival",
55,My First Performance Art – Marina Abramovic’s 512 Hours at the Serpentine Gallery,N/A,4,0.67,"Dive into the Mysteries of the Ocean at S.E.A. Aquarium’s newest attractions – VibranSEA and The Aquarist Lab; Essential Eames: A Herman Miller Exhibition @ ArtScience Museum, Marina Bay Sands; AM Co: Our First Company Retreat Aboard Mariner Of The Seas Cruise!; Merlion, The Esplanade & Singapore Flyer; 48 Hours in Taipei for first time visitors to Taiwan","Dive into the Mysteries of the Ocean at S.E.A. Aquarium’s newest attractions – VibranSEA and The Aquarist Lab; Essential Eames: A Herman Miller Exhibition @ ArtScience Museum, Marina Bay Sands; AM Co: Our First Company Retreat Aboard Mariner Of The Seas Cruise!; Merlion, The Esplanade & Singapore Flyer; Singapore Street Art: Where to find Street Art in Chinatown",Singapore Street Art: Where to find Street Art in Chinatown
56,Ideal Asia History & Culture Places to Visit 2025/2026,N/A,2,0.25,9 Best Hawker Noodles In Penang; Alvinology wins Best Airline Blog at the TBC Asia Travel Blogger Awards; Island-Hopping in Southeast Asia: 10 Places You Should Not Miss; Exploring the Top Asia Tour Destinations of 2024; 20 Reasons Why You Shouldn’t Miss New York City this Summer,"Leshan Giant Buddha / 乐山大佛; Myanmar River Cruise - Top cruises, Best routes and Attractions in Myanmar; 9 Best Hawker Noodles In Penang; Where to go in your First-time trip to Myanmar?; Alvinology wins Best Airline Blog at the TBC Asia Travel Blogger Awards","Leshan Giant Buddha / 乐山大佛; Myanmar River Cruise - Top cruises, Best routes and Attractions in Myanmar; Where to go in your First-time trip to Myanmar?"
57,Asia Tours Has Been Proudly Nominated For World Travel Awards 2024 - Vote For Us!,N/A,5,1.0,"The String Puppet Trickster; I’m Back In Israel!; Winner of the “Devilish” Contest!; Use Blacklane for access to limousine and chauffeur services in over 180 cities around the world; Singaporeans have the most powerful passport in the world–wait, when did this happen?","The String Puppet Trickster; I’m Back In Israel!; Winner of the “Devilish” Contest!; Use Blacklane for access to limousine and chauffeur services in over 180 cities around the world; Singaporeans have the most powerful passport in the world–wait, when did this happen?",
58,Bangkok Airbnb: 10 Gorgeous Thai Houses You Can Rent by the Night,N/A,4,0.67,"Guide to Johor Premium Outlets For Singaporeans To Shop For Lululemon, Nike & Fossil In Ringgit; 10 Affordable Boutique Hotels In KL From $36/Night For Getaways That Won’t Burn Your Leave; Simpsons in Bangkok; Pai – 10 Things To Do In Thailand’s Most Romantic City; 9 Clearest Beaches & Lakes Near Singapore Including Ones You Can Reach Without A Flight","10 Affordable Boutique Hotels In KL From $36/Night For Getaways That Won’t Burn Your Leave; Simpsons in Bangkok; Guide to Johor Premium Outlets For Singaporeans To Shop For Lululemon, Nike & Fossil In Ringgit; Pai – 10 Things To Do In Thailand’s Most Romantic City; Visiting These 7 Night Markets in Bangkok Is A Must",Visiting These 7 Night Markets in Bangkok Is A Must
59,Top 6 Best Thailand Beaches & Islands for Travelers,N/A,5,1.0,"Best Souvenirs to Buy in Thailand: A Traveler’s Guide; Best Recommended: Thailand & Vietnam Itinerary 2 weeks; Explore Southern Thailand: Best attractions you MUST visit in 5 Days; TOP 10 Ideal Destinations in Nha Trang, Vietnam; Where to Eat the Best Khao Soi in Chiang Mai: Khao Soi Mae Sae","TOP 10 Ideal Destinations in Nha Trang, Vietnam; Best Souvenirs to Buy in Thailand: A Traveler’s Guide; Best Recommended: Thailand & Vietnam Itinerary 2 weeks; Explore Southern Thailand: Best attractions you MUST visit in 5 Days; Where to Eat the Best Khao Soi in Chiang Mai: Khao Soi Mae Sae",
60,Photogenic Asia: The Best Spots for Photography in 2025 - 2026,N/A,5,1.0,"Amazing Thailand-Vietnam-Cambodia Itinerary for 3 Weeks; 16 Beach Clubs In Bali To Relax and Unwind At, Includes Kid-Friendly & Affordable Options; Best attractions for your Central Vietnam Tour 7 Days; Best Tropical Destinations in September for a Perfect Escape; The 22 Best Things to Do in Bangkok","16 Beach Clubs In Bali To Relax and Unwind At, Includes Kid-Friendly & Affordable Options; Best attractions for your Central Vietnam Tour 7 Days; Best Tropical Destinations in September for a Perfect Escape; Amazing Thailand-Vietnam-Cambodia Itinerary for 3 Weeks; The 22 Best Things to Do in Bangkok",
61,Asia Family-Friendly Summer Destinations You Should Not Miss,N/A,5,1.0,Why Asia is Perfect for Your Summer Beach Vacation?; General Manager of Flight Centre Asia has the secret to using Japan Railways when you’re a tourist; Top 10 Family-Friendly Destinations in Southeast Asia; Top favorite summer destinations in Southeast Asia you should not miss; Family-Friendly Asia Travel Itinerary: 7+ Best Destinations,Why Asia is Perfect for Your Summer Beach Vacation?; General Manager of Flight Centre Asia has the secret to using Japan Railways when you’re a tourist; Top 10 Family-Friendly Destinations in Southeast Asia; Top favorite summer destinations in Southeast Asia you should not miss; Family-Friendly Asia Travel Itinerary: 7+ Best Destinations,
62,"How To Plan A Trip to Thailand, Vietnam and Indonesia",N/A,5,1.0,How to Plan a Trip to Thailand & Vietnam; How To Plan A Trip to Asia; Honeymoon in Asia: What to expect?; How to Plan a Trip to Vietnam & Cambodia; Essential Tips for Seniors to Plan Safe and Comfortable Travel Adventures,How to Plan a Trip to Thailand & Vietnam; How To Plan A Trip to Asia; Honeymoon in Asia: What to expect?; How to Plan a Trip to Vietnam & Cambodia; Essential Tips for Seniors to Plan Safe and Comfortable Travel Adventures,
63,Tips for Choosing a Reliable Travel Agency for Your Trip to Asia,N/A,3,0.43,Yangmingshan National Park; Komodo National Park: Up Close with the Dragons; 5 LGBTQ Travel Tips for Asia; Yangmingshan National Park (陽明山國家公園); Arriving Kakadu National Park,Yangmingshan National Park; Komodo National Park: Up Close with the Dragons; Arriving Kakadu National Park; Kakadu National Park: Ancient Aboriginal Rock Drawings; Kakadu National Park: World Famous Yellow Water Billabong,Kakadu National Park: Ancient Aboriginal Rock Drawings; Kakadu National Park: World Famous Yellow Water Billabong
64,Top 10 Family-Friendly Destinations in Southeast Asia,N/A,5,1.0,Vung Tau Attractions: Top 10 Spectacular Places for Visitors; Top 10 Destinations for your Vietnam Cambodia Thailand Tour; Top 10 Best Vietnam Cambodia Tour Experiences; Places in Southeast Asia: A Journey to Paradise on Earth; 10 Best Tropical Destinations in March for Sun and Adventure,Top 10 Destinations for your Vietnam Cambodia Thailand Tour; Top 10 Best Vietnam Cambodia Tour Experiences; Places in Southeast Asia: A Journey to Paradise on Earth; Vung Tau Attractions: Top 10 Spectacular Places for Visitors; 10 Best Tropical Destinations in March for Sun and Adventure,
65,10 Incredible Travel Experiences to Book with Asia Tours,N/A,4,0.67,"Why should Malaysia be on your travel list?; Top Laos Tours 5 Days to Enhance Your Experience; [Book Now, Pay Later] You can now book your flights at 0% interest installment payment option with Cathay Pacific; 10 Malaysian Bridges So Stunning You’ll Want To Cross Them Twice; 10 Interesting Facts about Asia to Surprise You","Top Laos Tours 5 Days to Enhance Your Experience; Why should Malaysia be on your travel list?; [Book Now, Pay Later] You can now book your flights at 0% interest installment payment option with Cathay Pacific; 10 Interesting Facts about Asia to Surprise You; 8 Bintulu Adventures To Do With Your Most Garang Travel Buddy Just 2 Hours From Singapore",8 Bintulu Adventures To Do With Your Most Garang Travel Buddy Just 2 Hours From Singapore
66,Asia Tours has officially won the World Travel Awards 2024,N/A,5,1.0,"Citadines Science Park Singapore is Now Open: A Green Oasis in the Heart of Innovation; Mersing, Malaysia [Part 1/2]; Vietjet Launches First-Ever Direct Flights Between Vietnam and New Zealand; Disney Cruise Line Unveils the Ultimate Holiday Destination Onboard the Disney Adventure, Setting Sail from Singapore in 2025; Direct flights from Singapore to Clark, Philippines are now available via Cebu Pacific","Citadines Science Park Singapore is Now Open: A Green Oasis in the Heart of Innovation; Mersing, Malaysia [Part 1/2]; Vietjet Launches First-Ever Direct Flights Between Vietnam and New Zealand; Disney Cruise Line Unveils the Ultimate Holiday Destination Onboard the Disney Adventure, Setting Sail from Singapore in 2025; Direct flights from Singapore to Clark, Philippines are now available via Cebu Pacific",
67,5 Holiday Safety tips for travelling with kids when in Asia,N/A,4,0.67,Penang Family Holiday; How to pick your ideal holiday accommodation; How To Visit Tangkahan Elephant Sanctuary In Sumatra; Ten tips for enjoying your Roman holiday; 7 Trip Preparation Tips for Travelling with Seniors,Penang Family Holiday; Bangkok to Siem Reap Bus: A Comprehensive Travel Guide; How to pick your ideal holiday accommodation; How To Visit Tangkahan Elephant Sanctuary In Sumatra; Ten tips for enjoying your Roman holiday,Bangkok to Siem Reap Bus: A Comprehensive Travel Guide
